#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:Q5SQX6	uniprotkb:P46660	intact:EBI-773783|uniprotkb:Q3UH21|uniprotkb:Q3UHS8|uniprotkb:Q8BSW0|uniprotkb:Q8CHA9|uniprotkb:Q924D3|uniprotkb:Q9R181	intact:EBI-400482|uniprotkb:Q8VCW5|uniprotkb:Q61958	psi-mi:cyfp2_mouse(display_long)|uniprotkb:Kiaa1168(gene name synonym)|uniprotkb:Pir121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)|uniprotkb:Cyfip2(gene name)|psi-mi:Cyfip2(display_short)	psi-mi:ainx_mouse(display_long)|uniprotkb:Ina(gene name)|psi-mi:Ina(display_short)|uniprotkb:66 kDa neurofilament protein(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16727864|imex:IM-26285-7	intact-miscore:0.35
uniprotkb:Q5SQX6	uniprotkb:Q8VDC1	intact:EBI-773783|uniprotkb:Q3UH21|uniprotkb:Q3UHS8|uniprotkb:Q8BSW0|uniprotkb:Q8CHA9|uniprotkb:Q924D3|uniprotkb:Q9R181	intact:EBI-16727814|uniprotkb:Q3V385|uniprotkb:Q7TMT0|uniprotkb:Q8BJN2	psi-mi:cyfp2_mouse(display_long)|uniprotkb:Kiaa1168(gene name synonym)|uniprotkb:Pir121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)|uniprotkb:Cyfip2(gene name)|psi-mi:Cyfip2(display_short)	psi-mi:fyco1_mouse(display_long)|uniprotkb:Fyco1(gene name)|psi-mi:Fyco1(display_short)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16727864|imex:IM-26285-7	intact-miscore:0.35
uniprotkb:Q5SQX6	uniprotkb:P35922	intact:EBI-773783|uniprotkb:Q3UH21|uniprotkb:Q3UHS8|uniprotkb:Q8BSW0|uniprotkb:Q8CHA9|uniprotkb:Q924D3|uniprotkb:Q9R181	intact:EBI-645094	psi-mi:cyfp2_mouse(display_long)|uniprotkb:Kiaa1168(gene name synonym)|uniprotkb:Pir121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)|uniprotkb:Cyfip2(gene name)|psi-mi:Cyfip2(display_short)	psi-mi:fmr1_mouse(display_long)|uniprotkb:Fragile X mental retardation protein 1 homolog(gene name synonym)|uniprotkb:Fmr1(gene name)|psi-mi:Fmr1(display_short)|uniprotkb:Fmr-1(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16727864|imex:IM-26285-7	intact-miscore:0.35
uniprotkb:Q5SQX6	uniprotkb:P39053	intact:EBI-773783|uniprotkb:Q3UH21|uniprotkb:Q3UHS8|uniprotkb:Q8BSW0|uniprotkb:Q8CHA9|uniprotkb:Q924D3|uniprotkb:Q9R181	intact:EBI-397785|uniprotkb:Q61358|uniprotkb:Q61359|uniprotkb:Q61360|uniprotkb:Q6PDM5|uniprotkb:Q8JZZ4|uniprotkb:Q9CSY7|uniprotkb:Q9QXX1|uniprotkb:A2AN50|uniprotkb:A2AN51|uniprotkb:A2AN54|uniprotkb:A2AN55|uniprotkb:Q3UNM1|uniprotkb:Q5DTN7	psi-mi:cyfp2_mouse(display_long)|uniprotkb:Kiaa1168(gene name synonym)|uniprotkb:Pir121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)|uniprotkb:Cyfip2(gene name)|psi-mi:Cyfip2(display_short)	psi-mi:dyn1_mouse(display_long)|uniprotkb:Kiaa4093(gene name synonym)|uniprotkb:Dnm1(gene name)|psi-mi:Dnm1(display_short)|uniprotkb:Dnm(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16727864|imex:IM-26285-7	intact-miscore:0.35
uniprotkb:Q5SQX6	uniprotkb:B9EJA2	intact:EBI-773783|uniprotkb:Q3UH21|uniprotkb:Q3UHS8|uniprotkb:Q8BSW0|uniprotkb:Q8CHA9|uniprotkb:Q924D3|uniprotkb:Q9R181	intact:EBI-16726062|uniprotkb:G3X9L7|uniprotkb:Q69ZB2|uniprotkb:Q8BVG1|uniprotkb:Q8C044	psi-mi:cyfp2_mouse(display_long)|uniprotkb:Kiaa1168(gene name synonym)|uniprotkb:Pir121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)|uniprotkb:Cyfip2(gene name)|psi-mi:Cyfip2(display_short)	psi-mi:cttb2_mouse(display_long)|uniprotkb:Cttnbp2(gene name)|psi-mi:Cttnbp2(display_short)|uniprotkb:Kiaa1758(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16727864|imex:IM-26285-7	intact-miscore:0.35
uniprotkb:Q5SQX6	uniprotkb:Q02248	intact:EBI-773783|uniprotkb:Q3UH21|uniprotkb:Q3UHS8|uniprotkb:Q8BSW0|uniprotkb:Q8CHA9|uniprotkb:Q924D3|uniprotkb:Q9R181	intact:EBI-397872|uniprotkb:Q922W1|uniprotkb:Q9D335	psi-mi:cyfp2_mouse(display_long)|uniprotkb:Kiaa1168(gene name synonym)|uniprotkb:Pir121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)|uniprotkb:Cyfip2(gene name)|psi-mi:Cyfip2(display_short)	psi-mi:ctnb1_mouse(display_long)|uniprotkb:Beta-catenin(gene name synonym)|uniprotkb:Ctnnb1(gene name)|psi-mi:Ctnnb1(display_short)|uniprotkb:Catnb(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16727864|imex:IM-26285-7	intact-miscore:0.35
uniprotkb:Q5SQX6	uniprotkb:O54991	intact:EBI-773783|uniprotkb:Q3UH21|uniprotkb:Q3UHS8|uniprotkb:Q8BSW0|uniprotkb:Q8CHA9|uniprotkb:Q924D3|uniprotkb:Q9R181	intact:EBI-774794|uniprotkb:A2A4K6	psi-mi:cyfp2_mouse(display_long)|uniprotkb:Kiaa1168(gene name synonym)|uniprotkb:Pir121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)|uniprotkb:Cyfip2(gene name)|psi-mi:Cyfip2(display_short)	psi-mi:cntp1_mouse(display_long)|uniprotkb:Neurexin-4(gene name synonym)|uniprotkb:Neurexin IV(gene name synonym)|uniprotkb:Paranodin(gene name synonym)|uniprotkb:NCP1(gene name synonym)|uniprotkb:MHDNIV(gene name synonym)|uniprotkb:Cntnap1(gene name)|psi-mi:Cntnap1(display_short)|uniprotkb:Nrxn4(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16727864|imex:IM-26285-7	intact-miscore:0.35
uniprotkb:Q5SQX6	uniprotkb:P15116	intact:EBI-773783|uniprotkb:Q3UH21|uniprotkb:Q3UHS8|uniprotkb:Q8BSW0|uniprotkb:Q8CHA9|uniprotkb:Q924D3|uniprotkb:Q9R181	intact:EBI-397974|uniprotkb:Q64260|uniprotkb:Q6GU11|intact:EBI-2255565	psi-mi:cyfp2_mouse(display_long)|uniprotkb:Kiaa1168(gene name synonym)|uniprotkb:Pir121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)|uniprotkb:Cyfip2(gene name)|psi-mi:Cyfip2(display_short)	psi-mi:cadh2_mouse(display_long)|uniprotkb:Cdh2(gene name)|psi-mi:Cdh2(display_short)|uniprotkb:Neural cadherin(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16727864|imex:IM-26285-7	intact-miscore:0.35
uniprotkb:Q5SQX6	uniprotkb:P70408	intact:EBI-773783|uniprotkb:Q3UH21|uniprotkb:Q3UHS8|uniprotkb:Q8BSW0|uniprotkb:Q8CHA9|uniprotkb:Q924D3|uniprotkb:Q9R181	intact:EBI-16727790|uniprotkb:Q3UUB3|uniprotkb:Q80WS7	psi-mi:cyfp2_mouse(display_long)|uniprotkb:Kiaa1168(gene name synonym)|uniprotkb:Pir121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)|uniprotkb:Cyfip2(gene name)|psi-mi:Cyfip2(display_short)	psi-mi:cad10_mouse(display_long)|uniprotkb:T2-cadherin(gene name synonym)|uniprotkb:Cdh10(gene name)|psi-mi:Cdh10(display_short)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16727864|imex:IM-26285-7	intact-miscore:0.35
uniprotkb:Q5SQX6	uniprotkb:Q6P9K8	intact:EBI-773783|uniprotkb:Q3UH21|uniprotkb:Q3UHS8|uniprotkb:Q8BSW0|uniprotkb:Q8CHA9|uniprotkb:Q924D3|uniprotkb:Q9R181	intact:EBI-771526|uniprotkb:Q6ZPU2|uniprotkb:Q8BWU2|uniprotkb:Q8BX99|uniprotkb:Q9CXH0	psi-mi:cyfp2_mouse(display_long)|uniprotkb:Kiaa1168(gene name synonym)|uniprotkb:Pir121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)|uniprotkb:Cyfip2(gene name)|psi-mi:Cyfip2(display_short)	psi-mi:cski1_mouse(display_long)|uniprotkb:CASK-interacting protein 1(gene name synonym)|uniprotkb:Caskin1(gene name)|psi-mi:Caskin1(display_short)|uniprotkb:Kiaa1306(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16727864|imex:IM-26285-7	intact-miscore:0.35
uniprotkb:Q5SQX6	uniprotkb:P28652	intact:EBI-773783|uniprotkb:Q3UH21|uniprotkb:Q3UHS8|uniprotkb:Q8BSW0|uniprotkb:Q8CHA9|uniprotkb:Q924D3|uniprotkb:Q9R181	intact:EBI-397029|uniprotkb:Q5SVH9	psi-mi:cyfp2_mouse(display_long)|uniprotkb:Kiaa1168(gene name synonym)|uniprotkb:Pir121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)|uniprotkb:Cyfip2(gene name)|psi-mi:Cyfip2(display_short)	psi-mi:kcc2b_mouse(display_long)|uniprotkb:Camk2d(gene name synonym)|uniprotkb:Camk2b(gene name)|psi-mi:Camk2b(display_short)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16727864|imex:IM-26285-7	intact-miscore:0.35
uniprotkb:Q5SQX6	uniprotkb:P11798	intact:EBI-773783|uniprotkb:Q3UH21|uniprotkb:Q3UHS8|uniprotkb:Q8BSW0|uniprotkb:Q8CHA9|uniprotkb:Q924D3|uniprotkb:Q9R181	intact:EBI-400384|uniprotkb:Q6ZWN4|uniprotkb:Q61284	psi-mi:cyfp2_mouse(display_long)|uniprotkb:Kiaa1168(gene name synonym)|uniprotkb:Pir121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)|uniprotkb:Cyfip2(gene name)|psi-mi:Cyfip2(display_short)	psi-mi:kcc2a_mouse(display_long)|uniprotkb:Camk2a(gene name)|psi-mi:Camk2a(display_short)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16727864|imex:IM-26285-7	intact-miscore:0.35
uniprotkb:Q5SQX6	uniprotkb:Q8K3H0	intact:EBI-773783|uniprotkb:Q3UH21|uniprotkb:Q3UHS8|uniprotkb:Q8BSW0|uniprotkb:Q8CHA9|uniprotkb:Q924D3|uniprotkb:Q9R181	intact:EBI-400377|uniprotkb:Q9CUW4|uniprotkb:Q3UJP7|uniprotkb:Q69ZJ9|uniprotkb:Q8BWZ8|uniprotkb:Q8VCJ8	psi-mi:cyfp2_mouse(display_long)|uniprotkb:Kiaa1168(gene name synonym)|uniprotkb:Pir121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)|uniprotkb:Cyfip2(gene name)|psi-mi:Cyfip2(display_short)	psi-mi:dp13a_mouse(display_long)|uniprotkb:Appl1(gene name)|psi-mi:Appl1(display_short)|uniprotkb:Dip13a(gene name synonym)|uniprotkb:Kiaa1428(gene name synonym)|uniprotkb:Adapter protein containing PH domain, PTB domain and leucine zipper motif 1(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16727864|imex:IM-26285-7	intact-miscore:0.35
uniprotkb:Q5SQX6	uniprotkb:P62484	intact:EBI-773783|uniprotkb:Q3UH21|uniprotkb:Q3UHS8|uniprotkb:Q8BSW0|uniprotkb:Q8CHA9|uniprotkb:Q924D3|uniprotkb:Q9R181	intact:EBI-15791842|uniprotkb:Q6PHU3	psi-mi:cyfp2_mouse(display_long)|uniprotkb:Kiaa1168(gene name synonym)|uniprotkb:Pir121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)|uniprotkb:Cyfip2(gene name)|psi-mi:Cyfip2(display_short)	psi-mi:abi2_mouse(display_long)|uniprotkb:Abl-binding protein 3(gene name synonym)|uniprotkb:Arg-binding protein 1(gene name synonym)|uniprotkb:Abi2(gene name)|psi-mi:Abi2(display_short)|uniprotkb:Abelson interactor 2(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16727864|imex:IM-26285-7	intact-miscore:0.35
uniprotkb:Q96F07	uniprotkb:Q9NRI5	intact:EBI-2433893|uniprotkb:A6NLT2|uniprotkb:Q53EN5|uniprotkb:Q9NTK4|uniprotkb:Q9ULQ2|uniprotkb:Q9UN29|uniprotkb:D3DQJ3	intact:EBI-529989|uniprotkb:Q9BX19|uniprotkb:Q9NRI3|uniprotkb:Q9NRI4|uniprotkb:C9J6D0|uniprotkb:C4P091|uniprotkb:C4P0B6|uniprotkb:C4P0C1|uniprotkb:O75045|uniprotkb:Q5VT44|uniprotkb:Q5VT45|uniprotkb:Q8IXJ0|uniprotkb:Q8IXJ1|uniprotkb:A6NLH2|uniprotkb:C4P095|uniprotkb:C4P0A1|uniprotkb:C4P0A3|uniprotkb:C4P0B3	psi-mi:cyfp2_human(display_long)|uniprotkb:CYFIP2(gene name)|psi-mi:CYFIP2(display_short)|uniprotkb:KIAA1168(gene name synonym)|uniprotkb:PIR121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)	psi-mi:disc1_human(display_long)|uniprotkb:DISC1(gene name)|psi-mi:DISC1(display_short)|uniprotkb:KIAA0457(gene name synonym)	psi-mi:"MI:0399"(two hybrid fragment pooling approach)	Sügis et al. (2019)	pubmed:31413325|imex:IM-26801	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-21377438|imex:IM-26801-2945	author score:0.1|intact-miscore:0.37
uniprotkb:Q96F07	uniprotkb:O60861	intact:EBI-2433893|uniprotkb:A6NLT2|uniprotkb:Q53EN5|uniprotkb:Q9NTK4|uniprotkb:Q9ULQ2|uniprotkb:Q9UN29|uniprotkb:D3DQJ3	intact:EBI-2683717|uniprotkb:Q53Y77|uniprotkb:B2RCK9|uniprotkb:Q7Z571|uniprotkb:O43144|uniprotkb:A8KAC2	psi-mi:cyfp2_human(display_long)|uniprotkb:CYFIP2(gene name)|psi-mi:CYFIP2(display_short)|uniprotkb:KIAA1168(gene name synonym)|uniprotkb:PIR121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)	psi-mi:gas7_human(display_long)|uniprotkb:GAS7(gene name)|psi-mi:GAS7(display_short)|uniprotkb:KIAA0394(gene name synonym)	psi-mi:"MI:0096"(pull down)	Ingham et al. (2005)	pubmed:16055720|mint:MINT-5217863|doi:10.1128/MCB.25.16.7092-7106.2005	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-7721256|mint:MINT-72914	intact-miscore:0.40
uniprotkb:Q96F07	uniprotkb:Q8IZP0	intact:EBI-2433893|uniprotkb:A6NLT2|uniprotkb:Q53EN5|uniprotkb:Q9NTK4|uniprotkb:Q9ULQ2|uniprotkb:Q9UN29|uniprotkb:D3DQJ3	intact:EBI-375446|uniprotkb:A9Z1Y6|uniprotkb:Q5T2R3|uniprotkb:Q5T2R4|uniprotkb:Q5T2R6|uniprotkb:Q5T2R7|uniprotkb:B4DQ58|uniprotkb:O15147|uniprotkb:O76049|uniprotkb:O95060|uniprotkb:Q5W070|uniprotkb:Q5W072|uniprotkb:Q8TB63|uniprotkb:Q96S81|uniprotkb:Q9NXZ9|uniprotkb:Q9NYB8|uniprotkb:Q5T2R9|uniprotkb:B3KX62|uniprotkb:H7BXI6	psi-mi:cyfp2_human(display_long)|uniprotkb:CYFIP2(gene name)|psi-mi:CYFIP2(display_short)|uniprotkb:KIAA1168(gene name synonym)|uniprotkb:PIR121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)	psi-mi:abi1_human(display_long)|uniprotkb:ABI1(gene name)|psi-mi:ABI1(display_short)|uniprotkb:SSH3BP1(gene name synonym)|uniprotkb:Abelson interactor 1(gene name synonym)|uniprotkb:Spectrin SH3 domain-binding protein 1(gene name synonym)|uniprotkb:Eps8 SH3 domain-binding protein(gene name synonym)|uniprotkb:e3B1(gene name synonym)|uniprotkb:Nap1-binding protein(gene name synonym)|uniprotkb:Abl-binding protein 4(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Innocenti et al. (2004)	pubmed:15048123|mint:MINT-5216987	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-7160684|mint:MINT-45988	intact-miscore:0.56
uniprotkb:Q9VF87	uniprotkb:P08182	intact:EBI-116862|uniprotkb:Q6NP16|uniprotkb:Q8MR06	intact:EBI-128120|uniprotkb:Q76NS4|uniprotkb:Q9VYU4	psi-mi:cyfip_drome(display_long)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:Sra-1(gene name)|psi-mi:Sra-1(display_short)|uniprotkb:Cyfip(gene name synonym)|uniprotkb:CG4931(orf name)	psi-mi:csk2b_drome(display_long)|uniprotkb:CkIIbeta(gene name)|psi-mi:CkIIbeta(display_short)|uniprotkb:Cask-II-b(gene name synonym)|uniprotkb:CG15224(orf name)	psi-mi:"MI:0045"(experimental interaction detection)	Siomi et al. (2002)	mint:MINT-5215940|pubmed:12446764|doi:10.1128/MCB.22.24.8438-8447.2002	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0217"(phosphorylation reaction)	psi-mi:"MI:0471"(MINT)	intact:EBI-8563416|mint:MINT-15235	intact-miscore:0.31
uniprotkb:Q96F07	uniprotkb:Q06787	intact:EBI-2433893|uniprotkb:A6NLT2|uniprotkb:Q53EN5|uniprotkb:Q9NTK4|uniprotkb:Q9ULQ2|uniprotkb:Q9UN29|uniprotkb:D3DQJ3	intact:EBI-366305|uniprotkb:Q99054|uniprotkb:D3DWT0|uniprotkb:D3DWT1|uniprotkb:D3DWT2|uniprotkb:G8JL90|uniprotkb:A6NNH4|uniprotkb:Q5PQZ6|uniprotkb:Q16578	psi-mi:cyfp2_human(display_long)|uniprotkb:CYFIP2(gene name)|psi-mi:CYFIP2(display_short)|uniprotkb:KIAA1168(gene name synonym)|uniprotkb:PIR121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)	psi-mi:fmr1_human(display_long)|uniprotkb:Fragile X mental retardation protein 1(gene name synonym)|uniprotkb:FMR1(gene name)|psi-mi:FMR1(display_short)	psi-mi:"MI:0096"(pull down)	Schenck et al. (2001)	pubmed:11438699|imex:IM-16871|mint:MINT-5214235	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0486"(UniProt)	intact:EBI-3649591|imex:IM-16871-3	intact-miscore:0.53
uniprotkb:Q7L576	uniprotkb:Q06787	intact:EBI-1048143|uniprotkb:A8K6D9|dip:DIP-38873N|uniprotkb:Q14467|uniprotkb:Q5IED0|uniprotkb:Q6ZSX1|uniprotkb:Q9BSD9|uniprotkb:Q9BVC7	intact:EBI-366305|uniprotkb:Q99054|uniprotkb:D3DWT0|uniprotkb:D3DWT1|uniprotkb:D3DWT2|uniprotkb:G8JL90|uniprotkb:A6NNH4|uniprotkb:Q5PQZ6|uniprotkb:Q16578	psi-mi:cyfp1_human(display_long)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:p140sra-1(gene name synonym)|uniprotkb:CYFIP1(gene name)|psi-mi:CYFIP1(display_short)|uniprotkb:KIAA0068(gene name synonym)	psi-mi:fmr1_human(display_long)|uniprotkb:Fragile X mental retardation protein 1(gene name synonym)|uniprotkb:FMR1(gene name)|psi-mi:FMR1(display_short)	psi-mi:"MI:0096"(pull down)	Schenck et al. (2001)	pubmed:11438699|imex:IM-16871|mint:MINT-5214235	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0486"(UniProt)	intact:EBI-3650399|imex:IM-16871-11	intact-miscore:0.49
uniprotkb:Q7L576	uniprotkb:Q06787	intact:EBI-1048143|uniprotkb:A8K6D9|dip:DIP-38873N|uniprotkb:Q14467|uniprotkb:Q5IED0|uniprotkb:Q6ZSX1|uniprotkb:Q9BSD9|uniprotkb:Q9BVC7	intact:EBI-366305|uniprotkb:Q99054|uniprotkb:D3DWT0|uniprotkb:D3DWT1|uniprotkb:D3DWT2|uniprotkb:G8JL90|uniprotkb:A6NNH4|uniprotkb:Q5PQZ6|uniprotkb:Q16578	psi-mi:cyfp1_human(display_long)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:p140sra-1(gene name synonym)|uniprotkb:CYFIP1(gene name)|psi-mi:CYFIP1(display_short)|uniprotkb:KIAA0068(gene name synonym)	psi-mi:fmr1_human(display_long)|uniprotkb:Fragile X mental retardation protein 1(gene name synonym)|uniprotkb:FMR1(gene name)|psi-mi:FMR1(display_short)	psi-mi:"MI:0663"(confocal microscopy)	Schenck et al. (2001)	pubmed:11438699|imex:IM-16871|mint:MINT-5214235	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:0486"(UniProt)	intact:EBI-3649636|imex:IM-16871-4	intact-miscore:0.49
uniprotkb:Q7L576	uniprotkb:Q06787	intact:EBI-1048143|uniprotkb:A8K6D9|dip:DIP-38873N|uniprotkb:Q14467|uniprotkb:Q5IED0|uniprotkb:Q6ZSX1|uniprotkb:Q9BSD9|uniprotkb:Q9BVC7	intact:EBI-366305|uniprotkb:Q99054|uniprotkb:D3DWT0|uniprotkb:D3DWT1|uniprotkb:D3DWT2|uniprotkb:G8JL90|uniprotkb:A6NNH4|uniprotkb:Q5PQZ6|uniprotkb:Q16578	psi-mi:cyfp1_human(display_long)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:p140sra-1(gene name synonym)|uniprotkb:CYFIP1(gene name)|psi-mi:CYFIP1(display_short)|uniprotkb:KIAA0068(gene name synonym)	psi-mi:fmr1_human(display_long)|uniprotkb:Fragile X mental retardation protein 1(gene name synonym)|uniprotkb:FMR1(gene name)|psi-mi:FMR1(display_short)	psi-mi:"MI:0663"(confocal microscopy)	Schenck et al. (2001)	pubmed:11438699|imex:IM-16871|mint:MINT-5214235	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:0486"(UniProt)	intact:EBI-3649644|imex:IM-16871-5	intact-miscore:0.49
